Company,#,Deal Type,Date,Amount,Raised to Date,Pre-Val,Post-Val,Investors,Status,Stage,Source File
Jeeves,11,Debt - General,2024-07-01,,639000000.0,1730000000.0,1730000000.0,Community Investment Management,Completed,Debt,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Jeeves,12,Debt - General,2024-07-01,,639000000.0,1730000000.0,1730000000.0,Community Investment Management,Completed,Debt,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Jeeves,13,Secondary Transaction,2022-07-01,,639000000.0,1310000000.0,1310000000.0,n.d.,Completed,n.d.,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
AI21 Labs,1,Series D,2024-08-01,300000000.0,836000000.0,1310000000.0,1610000000.0,"Google, NVIDIA",Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
AI21 Labs,2,Series C,2023-08-01,155000000.0,536000000.0,1250000000.0,1400000000.0,"Amnon Shashua, b2venture, Pitango VC, Samsung NEXT, SCB 10X, Walden Catalyst",Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
AI21 Labs,3,Series C,2021-11-01,64000000.0,381000000.0,1340000000.0,1400000000.0,"Amnon Shashua, b2venture, Pitango VC, Samsung NEXT, SCB 10X, Walden Catalyst",Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
AI21 Labs,4,Series B,2021-07-01,100000000.0,317000000.0,1220000000.0,1320000000.0,Ahren Innovation Capital,Completed,Early Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
AI21 Labs,5,Series A,2020-10-01,38000000.0,217000000.0,762000000.0,800000000.0,Pitango VC,Completed,Early Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
AI21 Labs,6,Seed Round,2018-12-01,75000000.0,179000000.0,5000000.0,80000000.0,n.d.,Completed,Seed Round,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
AI21 Labs,7,Seed Round,2018-09-01,104000000.0,104000000.0,416000000.0,520000000.0,n.d.,Completed,Seed Round,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
AI21 Labs,8,Seed Round,2017-07-01,12000000.0,12000000.0,68000000.0,80000000.0,n.d.,Completed,Seed Round,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
AI21 Labs,9,Secondary Transaction,2023-07-01,,393000000.0,1400000000.0,1400000000.0,n.d.,Completed,n.d.,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Amelia,1,Series B,2021-10-01,125000000.0,303000000.0,875000000.0,1000000000.0,"BuildGroup, Monroe Capital",Completed,Early Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Amelia,2,Series A,2021-06-01,100000000.0,178000000.0,700000000.0,800000000.0,"BuildGroup, Monroe Capital",Completed,Early Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Amelia,3,Seed Round,2019-07-01,13000000.0,78000000.0,67000000.0,80000000.0,n.d.,Completed,Seed Round,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Amelia,4,Seed Round,2018-07-01,65000000.0,65000000.0,15000000.0,80000000.0,n.d.,Completed,Seed Round,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Amelia,5,Private Equity,2023-03-01,50000000.0,353000000.0,1170000000.0,1220000000.0,"BuildGroup, Monroe Capital",Completed,PE,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Alto Pharmacy,1,Series F,2022-08-01,200000000.0,617000000.0,1100000000.0,1300000000.0,FJ Labs,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Alto Pharmacy,2,Series E,2021-12-01,250000000.0,417000000.0,1000000000.0,1250000000.0,SoftBank Vision Fund,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Alto Pharmacy,3,Series D,2021-03-01,100000000.0,167000000.0,990000000.0,1090000000.0,"SoftBank Vision Fund 2, Greenoaks Capital, Jackson Square Ventures, Zola Global",Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Alto Pharmacy,4,Series D,2020-05-01,40000000.0,67000000.0,896600000.0,936600000.0,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Alto Pharmacy,5,Series C,2018-07-01,23000000.0,27000000.0,647500000.0,670500000.0,"Greenoaks, Zola Global Investors",Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Alto Pharmacy,6,Series B,2017-06-01,4000000.0,4000000.0,546300000.0,550300000.0,Greenoaks,Completed,Early Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Alto Pharmacy,7,Series A,2016-07-01,68800000.0,104800000.0,389800000.0,458600000.0,Jackson Square Ventures,Completed,Early Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Alto Pharmacy,8,Seed Round,2015-07-01,12000000.0,36000000.0,68000000.0,80000000.0,n.d.,Completed,Seed Round,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Alto Pharmacy,9,Seed Round,2014-07-01,12000000.0,24000000.0,68000000.0,80000000.0,n.d.,Completed,Seed Round,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Alto Pharmacy,10,Seed Round,2013-07-01,12000000.0,12000000.0,68000000.0,80000000.0,n.d.,Completed,Seed Round,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Alto Pharmacy,11,Debt - General,2022-08-01,200000000.0,921800000.0,1300000000.0,1300000000.0,n.d.,Completed,Debt,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Alto Pharmacy,12,Debt - General,2023-07-01,,921800000.0,1460000000.0,1460000000.0,n.d.,Completed,Debt,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Alto Pharmacy,13,Debt - General,2023-07-01,,921800000.0,1460000000.0,1460000000.0,n.d.,Completed,Debt,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Alto Pharmacy,14,Secondary Transaction,2022-07-01,,521800000.0,1290000000.0,1290000000.0,n.d.,Completed,n.d.,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Kushki,1,Series B,2021-12-01,100000000.0,196000000.0,1400000000.0,1500000000.0,n.d.,Completed,Early Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Kushki,2,Series A,2020-10-01,86000000.0,96000000.0,669600000.0,755600000.0,DILA Capital,Completed,Early Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Kushki,3,Seed Round,2019-07-01,5500000.0,9500000.0,74500000.0,80000000.0,n.d.,Completed,Seed Round,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Kushki,4,Seed Round,2018-07-01,4000000.0,4000000.0,76000000.0,80000000.0,n.d.,Completed,Seed Round,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Kushki,5,Debt - General,2022-07-01,100000000.0,295500000.0,1610000000.0,1610000000.0,n.d.,Completed,Debt,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Kushki,6,Secondary Transaction,2022-07-01,,295500000.0,1610000000.0,1610000000.0,n.d.,Completed,n.d.,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
CoinDesk,1,Acquisition,2016-11-01,500000.0,500000.0,500000.0,500000.0,n.d.,Completed,Acquisition,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
CoinDesk,2,Seed Round,2014-07-01,75000.0,150000.0,425000.0,500000.0,n.d.,Completed,Seed Round,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
CoinDesk,3,Seed Round,2013-07-01,75000.0,75000.0,425000.0,500000.0,n.d.,Completed,Seed Round,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
CoinDesk,4,Secondary Transaction,2023-01-01,125000000.0,125700000.0,625000000.0,625000000.0,n.d.,Completed,n.d.,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
CoinDesk,5,Buyout,2023-11-01,75000.0,125700000.0,425000.0,500000.0,n.d.,Completed,Buyout,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
PsiQuantum,1,Series D,2022-08-01,450000000.0,665000000.0,2700000000.0,3150000000.0,BlackRock,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
PsiQuantum,2,Series C,2021-04-01,450000000.0,215000000.0,2700000000.0,3150000000.0,"BlackRock, Baillie Gifford, M12 (Microsoft), Blackbird Ventures, Temasek, Quantum1 Group",Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
PsiQuantum,3,Series B,2019-12-01,215000000.0,215000000.0,2250000000.0,2470000000.0,Founders Fund,Completed,Early Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
PsiQuantum,4,Series A,2018-06-01,120000000.0,132000000.0,680000000.0,800000000.0,"Playground Global, Redpoint",Completed,Early Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
PsiQuantum,5,Seed Round,2016-07-01,12000000.0,12000000.0,68000000.0,80000000.0,n.d.,Completed,Seed Round,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
PsiQuantum,6,Government Grant,2024-07-01,940000000.0,3270000000.0,4120000000.0,4120000000.0,"Australian Government, Queensland Government",Completed,Grant,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
PsiQuantum,7,Government Grant,2023-04-01,1080000000.0,2330000000.0,3460000000.0,3460000000.0,"Australian Government, Queensland Government",Completed,Grant,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
PsiQuantum,8,Debt - General,2022-07-01,,797000000.0,3150000000.0,3150000000.0,"Australian Government, Queensland Government",Completed,Debt,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Telegram,1,Corporate Round,2021-06-01,1000000000.0,1000000000.0,4000000000.0,5000000000.0,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Telegram,2,Corporate Round,2021-03-01,1000000000.0,1000000000.0,4000000000.0,5000000000.0,"Mubadala Investment Company, Abu Dhabi Catalyst Partners",Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Telegram,3,ICO,2018-03-01,1700000000.0,1700000000.0,6800000000.0,8500000000.0,n.d.,Completed,ICO,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Telegram,4,ICO,2018-02-01,850000000.0,850000000.0,3400000000.0,4250000000.0,n.d.,Completed,ICO,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Telegram,5,Debt - General,2020-06-01,250000000.0,3800000000.0,1250000000.0,1250000000.0,n.d.,Completed,Debt,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Telegram,6,Debt - General,2020-04-01,1000000000.0,3550000000.0,5000000000.0,5000000000.0,n.d.,Completed,Debt,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Telegram,7,Debt - General,2024-03-01,330000000.0,6130000000.0,1650000000.0,1650000000.0,n.d.,Completed,Debt,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
